ITEM ID,TIME ID,TIME M ID,TIME Y ID,STATE ID,PARTY ID,FABRIC KGS,FABRIC MTRS,SOLD KGS,SOLD MTRS,RATE,AMOUNT,O U P
186,12/2020,12,2,14,75,,,184.65,1296,77,59208,-184.65
186,3/2021,3,3,16,79,,,14,100,32,4800,-14
186,4/2021,4,3,16,79,,,14.5,100,32,3552,-14.5
186,12/2021,12,3,16,79,,,14.5,100,32,2400,-14.5
187,4/2019,4,1,7,37,,,75.528,480,29,26100,-75.528
188,11/2019,11,1,7,37,,,137.1,638,29,38280,-137.1
188,12/2019,12,1,1,1,,,124.2,600,62,37200,-124.2
188,1/2020,1,2,7,37,69.1,230,93.9,500,29,29000,-24.8
188,2/2020,2,2,7,37,,,178.8,872,29,47560,-178.8
188,3/2020,3,2,7,37,,,36.9,200,29,11020,-36.9
188,5/2020,5,2,14,76,,,206.2,1006,64,12800,-206.2
188,7/2020,7,2,14,76,,,61.8,300,64,19200,-61.8
188,8/2020,8,2,14,76,,,229.8,1200,190,75600,-229.8
188,9/2020,9,2,14,76,,,20.1,100,64,6400,-20.1
188,10/2020,10,2,14,76,,,345,1700,122,100400,-345
188,11/2020,11,2,14,76,,,129.2,617,128,38400,-129.2
188,12/2020,12,2,16,79,,,114.5,516,96,33504,-114.5
188,1/2021,1,3,7,37,,,390.7,1822,93.5,109970,-390.7
188,2/2021,2,3,14,76,,,63.4,300,64,19200,-63.4
188,3/2021,3,3,14,76,854.4,4300,87.5,400,64,25600,766.9
188,4/2021,4,3,14,76,,,74.3,400,64,25600,-74.3
188,6/2021,6,3,14,76,,,62.9,302,64,19200,-62.9
188,7/2021,7,3,16,79,,,203.3,965,192,61888,-203.3
188,8/2021,8,3,7,37,,,22.7,100,30,6000,-22.7
188,9/2021,9,3,5,12,,,765.4,3990,160,244608,-765.4
188,10/2021,10,3,14,76,,,101.6,520,128,33280,-101.6
188,11/2021,11,3,9,54,,,515.1,2643,67,153600,-515.1
188,12/2021,12,3,14,76,,,154.5,797,160,49088,-154.5
188,1/2022,1,4,14,76,,,88.4,393,64,24960,-88.4
188,3/2022,3,4,14,76,,,146.3,701,128,44800,-146.3
188,4/2019,4,1,7,37,33.3,165,1801.78,8615,122,507270,-1768.48
188,4/2022,4,4,1,7,,,120.3,600,66,39600,-120.3
188,5/2022,5,4,14,76,,,101.4,507,98,33262,-101.4
188,8/2022,8,4,1,3,,,298.2,1507,64,96000,-298.2
188,9/2022,9,4,7,37,,,1.2,5,80,400,-1.2
188,12/2022,12,4,17,81,,,45.2,225,102,15696,-45.2
188,1/2023,1,5,1,3,,,122,600,64,38400,-122
188,5/2019,5,1,,,240.8,1117,,,,,240.8
188,6/2019,6,1,,,128.4,660,,,,,128.4
188,9/2019,9,1,7,37,,,76.5,350,58,20300,-76.5
189,3/2021,3,3,7,27,833.1,4450,750.6,4000,22,264000,82.5
189,4/2021,4,3,,,108.9,550,,,,,108.9
189,1/2022,1,4,,,18.35,100,,,,,18.35
189,3/2022,3,4,,,945.1,5032,,,,,945.1
189,4/2022,4,4,1,6,,,58,300,75,22500,-58
189,5/2022,5,4,,,520.9,2900,,,,,520.9
189,9/2022,9,4,4,11,,,108.1,600,23,41400,-108.1
189,10/2022,10,4,,,18,100,,,,,18
19,10/2019,10,1,17,82,,,184.5,1350,68,45900,-184.5
19,11/2019,11,1,17,81,,,249.15,1800,68,61200,-249.15
19,2/2020,2,2,17,82,,,185.4,1350,65,43200,-185.4
19,3/2020,3,2,17,82,,,62.3,450,34,15300,-62.3
19,6/2020,6,2,17,81,,,613.8,4500,35,157500,-613.8
19,7/2020,7,2,17,82,,,62.35,450,35,15750,-62.35
19,8/2020,8,2,17,82,,,185.97,1350,70,47250,-185.97
19,9/2020,9,2,3,10,,,123.75,900,80,36000,-123.75
19,10/2020,10,2,17,81,,,622.83,4517,68,153578,-622.83
19,11/2020,11,2,17,82,559,4260,183.2,1370,69,47050,375.8
19,12/2020,12,2,17,81,1281.2,9600,293.16,2250,34,76500,988.04
19,1/2021,1,3,17,82,110.1,828,119.68,900,35,31500,-9.58
19,2/2021,2,3,17,81,,,301.4,2250,35,78750,-301.4
19,4/2021,4,3,11,62,,,66.54,480,76,17400,-66.54
19,6/2021,6,3,17,82,,,63.4,450,36,16200,-63.4
19,7/2021,7,3,17,81,,,600.89,4500,70,157500,-600.89
19,8/2021,8,3,17,82,432.1,3000,250.75,1800,108,64800,181.35
19,9/2021,9,3,,,946.4,6775,,,,,946.4
19,10/2021,10,3,6,15,,,1086.08,7770,139,272490,-1086.08
19,11/2021,11,3,6,16,1128.7,8400,63.44,450,35,15750,1065.26
19,12/2021,12,3,17,82,483.52,3570,310.3,2250,143,80550,173.22
19,1/2022,1,4,17,81,,,309.46,2250,35,78750,-309.46
19,3/2022,3,4,1,3,,,4.12,30,40,1200,-4.12
19,4/2019,4,1,17,81,,,242.7,1800,68,61200,-242.7
19,6/2022,6,4,7,38,,,738.94,5400,142,189900,-738.94
19,8/2022,8,4,17,81,,,307.68,2250,34,76500,-307.68
19,9/2022,9,4,,,2174,16230,,,,,2174
19,10/2022,10,4,17,81,70.6,540,548.4,4050,106,141300,-477.8
19,11/2022,11,4,17,82,,,121.6,900,68,30600,-121.6
19,12/2022,12,4,17,81,,,304.15,2250,33,74250,-304.15
19,1/2023,1,5,17,82,,,120.7,900,68,30600,-120.7
19,5/2019,5,1,17,81,1492.1,10810,242.6,1800,68,61200,1249.5
19,3/2023,3,5,17,82,,,608.7,4500,67,150750,-608.7
19,6/2019,6,1,17,82,,,429.1,3150,136,107100,-429.1
19,7/2019,7,1,,,1449.8,10508,,,,,1449.8
190,10/2019,10,1,11,61,607.2,9450,389.48,5850,75,109350,217.72
190,11/2019,11,1,1,8,377.8,5490,480.16,7200,118,140400,-102.36
190,12/2019,12,1,11,61,928.4,14100,876.45,13200,177.2,254460,51.95
190,1/2020,1,2,1,8,1327.3,20070,724.32,10950,158,212250,602.98
190,2/2020,2,2,12,64,502.1,7935,1363.79,20400,319.2,396840,-861.69
190,3/2020,3,2,1,8,710.4,10800,679.57,10200,109.2,183000,30.83
190,5/2020,5,2,12,63,1340.9,20040,1832.98,27600,223,543000,-492.08
190,6/2020,6,2,14,76,698.7,10380,1110.13,16560,197.5,329970,-411.43
190,7/2020,7,2,1,8,583.35,8820,726.87,10800,80,216000,-143.52
190,8/2020,8,2,1,8,886.9,12930,870.37,12900,187,259800,16.53
190,9/2020,9,2,14,68,1043.5,16080,631.97,9600,170,190800,411.53
190,10/2020,10,2,1,8,841.2,12840,1343.61,20490,234,407850,-502.41
190,11/2020,11,2,16,78,823.8,12600,507.83,7650,76,145350,315.97
190,12/2020,12,2,1,8,882.3,13292,500.6,7500,119,143400,381.7
190,1/2021,1,3,1,8,900,13440,882.2,13200,184.5,263400,17.8
190,2/2021,2,3,11,61,650.6,9960,1272.91,19200,211.5,372000,-622.31
190,3/2021,3,3,1,8,862.7,13560,834.18,12840,203,264900,28.52
190,4/2021,4,3,1,8,1834,27415,670.01,9900,103,201600,1163.99
190,5/2021,5,3,12,64,627.3,9180,742.19,10800,125,222300,-114.89
190,6/2021,6,3,14,68,2358.8,36018,1423.62,21600,262,455400,935.18
190,7/2021,7,3,1,8,4453.8,69057,875.18,13350,173,276150,3578.62
190,8/2021,8,3,17,82,2308.8,35330,1597.02,24600,268,503700,711.78
190,9/2021,9,3,6,15,1847.8,28500,247.83,3780,109,76590,1599.97
190,10/2021,10,3,1,8,1761.4,25800,960.4,14550,170,297750,801
190,11/2021,11,3,16,78,75.4,1060,1044.27,15300,155,272700,-968.87
190,12/2021,12,3,14,68,,,1961.67,29850,402,608850,-1961.67
190,1/2022,1,4,14,76,,,507.83,7650,123,154350,-507.83
190,2/2022,2,4,1,8,,,1600.33,24300,238,486000,-1600.33
190,3/2022,3,4,16,78,,,1286.68,19680,233,400530,-1286.68
190,4/2019,4,1,6,15,722.9,10980,641.5,9600,201,187500,81.4
190,4/2022,4,4,11,62,,,597.68,9000,132,196200,-597.68
190,5/2022,5,4,14,68,477.9,7110,828.6,12600,128,261000,-350.7
190,6/2022,6,4,1,4,805.1,11940,299.5,4500,64,93600,505.6
190,7/2022,7,4,1,8,2375.95,36150,1125.44,17100,123,347400,1250.51
190,8/2022,8,4,1,4,1118.8,16680,426.9,6300,85,134100,691.9
190,9/2022,9,4,14,68,767.2,10950,1123.49,16350,191,331050,-356.29
190,10/2022,10,4,1,8,25.7,390,421.42,6000,107,123600,-395.72
190,11/2022,11,4,12,64,460.2,6810,503.4,7440,101,149460,-43.2
190,12/2022,12,4,14,68,,,423.4,6300,130,134100,-423.4
190,1/2023,1,5,1,8,,,551.6,8400,120,165000,-551.6
190,5/2019,5,1,1,8,756.6,11160,645.72,9900,118,191700,110.88
190,2/2023,2,5,16,78,,,1098.17,16650,237,327150,-1098.17
190,3/2023,3,5,14,68,,,470.58,7200,130,144720,-470.58
190,6/2019,6,1,14,68,1000.1,15224,1059.3,15900,97.2,287100,-59.2
190,7/2019,7,1,1,4,,,784,12000,184,234300,-784
190,8/2019,8,1,1,4,301,4869,1291.4,19800,196,377100,-990.4
190,9/2019,9,1,1,4,1091.1,16875,819.6,12300,162,241500,271.5
191,1/2020,1,2,9,49,,,51,900,15,13500,-51
191,3/2020,3,2,,,46,900,,,,,46
191,10/2022,10,4,,,10.2,180,,,,,10.2
191,6/2019,6,1,9,49,,,51,900,15,13500,-51
192,6/2022,6,4,,,30.8,630,,,,,30.8
192,7/2022,7,4,,,1070.06,20369,,,,,1070.06
192,8/2022,8,4,,,1183.2,22410,,,,,1183.2
192,9/2022,9,4,,,891,16290,,,,,891
192,10/2022,10,4,,,350.4,6480,,,,,350.4
192,11/2022,11,4,10,60,615.2,11070,299.83,5400,32.5,92250,315.37
192,12/2022,12,4,,,293.4,5010,,,,,293.4
192,3/2023,3,5,6,21,,,49,900,17.5,15750,-49
193,3/2020,3,2,14,68,375.4,11032,0,0,19,79800,375.4
193,5/2020,5,2,14,68,727.2,21672,681.9,20160,9.5,191520,45.3
193,6/2020,6,2,14,68,367.4,11144,169,5040,10,50400,198.4
193,7/2020,7,2,14,68,646.3,19460,840.7,25200,10.5,264600,-194.4
193,8/2020,8,2,,,161.9,4844,,,,,161.9
193,9/2020,9,2,14,68,116.2,3248,385.23,11760,21,123480,-269.03
193,10/2020,10,2,14,68,471.1,12264,652.15,17752,33,195272,-181.05
193,11/2020,11,2,14,69,480.9,12208,325.86,8400,11,92400,155.04
193,3/2021,3,3,14,68,,,198.01,5040,11.5,57960,-198.01
193,6/2019,6,1,,,54.1,1512,,,,,54.1
194,3/2021,3,3,14,68,,,428.145,12000,24,144000,-428.145
194,5/2021,5,3,14,69,,,1067.485,30000,12,360000,-1067.485
194,6/2021,6,3,14,69,,,255,7200,12,86400,-255
194,4/2022,4,4,,,25.5,660,,,,,25.5
194,5/2022,5,4,,,445,11130,,,,,445
194,6/2022,6,4,,,600.4,15450,,,,,600.4
194,7/2022,7,4,,,341.5,9120,,,,,341.5
194,8/2022,8,4,,,53.2,1470,,,,,53.2
195,10/2019,10,1,,,205.1,5208,,,,,205.1
195,11/2019,11,1,14,68,1170.5,29428,1316.21,34000,40,337400,-145.71
195,12/2019,12,1,17,81,1325.7,32928,1006.95,28200,50.5,287100,318.75
195,1/2020,1,2,7,26,896.1,22920,1911.05,48880,84.5,529800,-1014.95
195,2/2020,2,2,9,49,310.7,9200,86.5,2400,21,25200,224.2
195,3/2020,3,2,1,5,180.2,5472,931.76,24800,31,166400,-751.56
195,5/2020,5,2,14,68,102.9,2880,679.463,18720,19.5,183840,-576.563
195,6/2020,6,2,11,61,514,14670,310.45,8400,22.5,93600,203.55
195,7/2020,7,2,10,60,520.8,15120,42.59,1200,11.5,13800,478.21
195,8/2020,8,2,2,9,603.1,17310,424.05,12000,22,132000,179.05
195,9/2020,9,2,10,59,1202.3,33270,397.19,10800,46,121200,805.11
195,10/2020,10,2,17,81,94.3,2460,706.26,19200,54,208200,-611.96
195,11/2020,11,2,7,26,,,950.49,26400,76.5,287400,-950.49
195,12/2020,12,2,7,26,750.7,19032,616.61,16200,77,178200,134.09
195,1/2021,1,3,7,38,406.6,10596,702.37,18060,68,198780,-295.77
195,2/2021,2,3,1,5,381.1,10232,248.1,6660,56.5,75060,133
195,3/2021,3,3,14,68,590.1,15988,604.69,16230,81,187245,-14.59
195,4/2021,4,3,7,26,708,19024,481.49,13200,59.5,155400,226.51
195,5/2021,5,3,14,69,366.5,9540,331.52,8400,11.5,96600,34.98
195,6/2021,6,3,5,13,606.5,15636,795.33,20700,72,248400,-188.83
195,7/2021,7,3,14,69,669.5,17274,976.51,25200,72,302400,-307.01
195,8/2021,8,3,9,53,1896.4,50064,508.52,13800,60,165600,1387.88
195,9/2021,9,3,14,69,1628.7,41980,1878.25,48780,96,585360,-249.55
195,10/2021,10,3,7,26,2372.2,62280,1297.89,33600,48,403200,1074.31
195,11/2021,11,3,14,69,1214.7,32180,1120.85,28800,60,345600,93.85
195,12/2021,12,3,14,69,1281.9,33754,2066.86,54000,96,648000,-784.96
195,1/2022,1,4,,,949.9,25020,,,,,949.9
195,2/2022,2,4,14,69,571.3,15120,1516.426,39600,60,475200,-945.126
195,3/2022,3,4,7,38,1193,31290,1016.75,26460,59.5,317490,176.25
195,4/2019,4,1,5,13,981.7,26012,503.31,13260,54,133980,478.39
195,4/2022,4,4,1,6,2350,61908,55.5,1500,13,19500,2294.5
195,5/2022,5,4,10,60,1629.8,42750,48.25,1200,12,14400,1581.55
195,6/2022,6,4,,,1952.8,51840,,,,,1952.8
195,7/2022,7,4,10,59,748.44,20191,705.3,18000,24,200400,43.14
195,8/2022,8,4,1,5,258.3,6600,266.14,7200,24.75,86100,-7.84
195,9/2022,9,4,11,61,53.1,1350,534.18,13920,48.5,163320,-481.08
195,10/2022,10,4,17,81,101.4,2520,456.64,12000,11.5,138000,-355.24
195,11/2022,11,4,7,38,144.2,3510,415.38,10800,36,129600,-271.18
195,12/2022,12,4,17,81,13.8,330,553.31,14400,34.75,165300,-539.51
195,1/2023,1,5,10,59,,,46.75,1200,13,15600,-46.75
195,5/2019,5,1,5,12,1076,27484,813.84,21200,41,213200,262.16
195,2/2023,2,5,16,79,,,1045.37,27600,45.55,306600,-1045.37
195,3/2023,3,5,14,68,,,534.88,13920,34.5,160080,-534.88
195,6/2019,6,1,14,68,120.9,3482,813.4,21230,54.25,217760,-692.5
195,7/2019,7,1,1,5,1384,39374,925.43,25292,43,267320,458.57
195,8/2019,8,1,,,884.2,24780,,,,,884.2
195,9/2019,9,1,14,68,186.6,5024,487.18,13916,10,139160,-300.58
196,10/2019,10,1,9,53,124.2,3240,869.71,24000,38,228000,-745.51
196,11/2019,11,1,5,12,172.9,4440,882.07,24000,57,228000,-709.17
196,12/2019,12,1,,,78.8,2040,,,,,78.8
196,1/2020,1,2,5,12,1026.8,26850,756.28,19500,57,185250,270.52
196,2/2020,2,2,,,1433.5,39570,,,,,1433.5
196,3/2020,3,2,5,13,672.7,18870,757.56,21000,38,199500,-84.86
196,5/2020,5,2,5,12,543.2,15390,424.18,12000,19,114000,119.02
196,6/2020,6,2,5,12,391.8,10830,770.89,21000,60,210000,-379.09
196,7/2020,7,2,5,13,47.3,1290,871.63,24000,40,240000,-824.33
196,8/2020,8,2,5,13,23.2,690,642.58,18000,40.6,182700,-619.38
196,9/2020,9,2,5,13,539.2,14130,338.82,9000,42,94500,200.38
196,10/2020,10,2,5,13,782.1,20078,984.15,25448,53,270928,-202.05
196,11/2020,11,2,7,38,491.5,12240,421.7,10500,31.5,110250,69.8
196,12/2020,12,2,5,13,1111.7,27840,1196.2,30000,99,330000,-84.5
196,1/2021,1,3,7,38,678.7,17370,472.62,12000,44,132000,206.08
196,2/2021,2,3,17,81,478.7,12510,724.48,18840,66,207240,-245.78
196,3/2021,3,3,5,13,194.4,5130,109,2850,23,32775,85.4
196,4/2021,4,3,5,13,63.5,1680,110.5,3000,11.5,34500,-47
196,5/2021,5,3,,,31.5,810,,,,,31.5
196,6/2021,6,3,5,13,59.9,1530,59.3,1500,12,18000,0.6
196,7/2021,7,3,9,53,274.5,6990,119.04,3060,39,36900,155.46
196,8/2021,8,3,9,53,575.1,14430,712.96,18000,48,216000,-137.86
196,9/2021,9,3,7,38,875.2,21600,490.38,12000,36,144000,384.82
196,10/2021,10,3,7,38,247.9,6120,662.96,16500,36,198000,-415.06
196,11/2021,11,3,9,53,831.7,21480,467.76,12000,47,141000,363.94
196,12/2021,12,3,14,69,319.9,8310,407.06,10500,12,126000,-87.16
196,1/2022,1,4,,,250.2,6540,,,,,250.2
196,2/2022,2,4,17,81,324.5,8610,460.8,12000,35,141000,-136.3
196,3/2022,3,4,1,6,806.9,21720,789.74,20940,59,248310,17.16
196,4/2019,4,1,5,13,,,345.6,9000,20,90000,-345.6
196,4/2022,4,4,9,53,1473.2,39000,343.16,9000,24,108000,1130.04
196,5/2022,5,4,9,53,1349.3,35880,344.78,9000,24,108000,1004.52
196,6/2022,6,4,9,53,1103.5,29400,678.78,18000,48,216000,424.72
196,7/2022,7,4,9,53,987.5,26520,447.25,12000,43.2,129600,540.25
196,8/2022,8,4,9,53,439.3,12120,776.88,21000,43.2,226800,-337.58
196,9/2022,9,4,9,53,59.6,1680,332.13,9000,21.6,97200,-272.53
196,10/2022,10,4,9,53,,,222.16,6000,21.6,64800,-222.16
196,11/2022,11,4,7,38,14.5,400,334.8,9000,21.6,97200,-320.3
196,12/2022,12,4,5,13,,,681.26,18000,42,189000,-681.26
196,1/2023,1,5,5,13,,,1231.2,33000,64.2,353700,-1231.2
196,5/2019,5,1,5,13,894.1,23370,339.5,9000,20,90000,554.6
196,2/2023,2,5,5,12,,,441.88,12000,21.6,129600,-441.88
196,3/2023,3,5,,,433.4,11670,,,,,433.4
196,6/2019,6,1,5,12,1094.7,30390,875.37,24000,39.5,237000,219.33
196,7/2019,7,1,14,68,194.6,5420,894.99,24108,49,235830,-700.39
196,8/2019,8,1,,,382.4,10650,,,,,382.4
196,9/2019,9,1,14,68,1526.1,41970,503.06,13484,310,134840,1023.04
197,11/2019,11,1,12,63,,,61.7,900,18,16200,-61.7
197,3/2023,3,5,1,8,,,100.5,1500,19,28500,-100.5
198,11/2019,11,1,9,54,,,120.5,1800,20,36000,-120.5
198,1/2020,1,2,9,49,,,189.1,2700,60,54000,-189.1
198,2/2020,2,2,9,49,,,122,1800,20,36000,-122
198,6/2020,6,2,9,49,,,60,900,20,18000,-60
198,9/2020,9,2,9,49,,,60,900,20,18000,-60
198,10/2020,10,2,9,49,,,120.9,1800,20,36000,-120.9
198,1/2021,1,3,9,49,,,126,1800,20,36000,-126
198,3/2021,3,3,9,54,,,62.3,900,20,18000,-62.3
198,6/2021,6,3,9,49,,,60,900,20,18000,-60
198,7/2021,7,3,9,49,,,119.1,1800,20,36000,-119.1
198,8/2021,8,3,7,37,,,488,7200,19.17,165628.8,-488
198,9/2021,9,3,9,49,,,122.2,1800,20,36000,-122.2
198,12/2021,12,3,9,53,,,193.17,2760,61,56100,-193.17
198,1/2022,1,4,9,49,,,193.76,2700,40,54000,-193.76
198,2/2022,2,4,9,49,,,187.1,2700,40,54000,-187.1
198,3/2022,3,4,9,49,,,184.9,2700,40,54000,-184.9
198,4/2019,4,1,9,49,,,179.7,2700,20,54000,-179.7
198,4/2022,4,4,9,49,,,64.6,900,20,18000,-64.6
198,5/2022,5,4,9,49,,,64.3,900,20,18000,-64.3
198,7/2022,7,4,6,19,98.7,1530,98.02,1500,42,31500,0.68
198,8/2022,8,4,9,49,122.8,1830,101.6,1500,42,31500,21.2
198,9/2022,9,4,9,49,837,12300,320.6,4650,84,97650,516.4
198,10/2022,10,4,9,49,427.6,6180,187.5,2700,42,56700,240.1
198,11/2022,11,4,9,53,584.5,8700,63.8,900,22,19800,520.7
198,12/2022,12,4,9,49,11.4,180,121.7,1800,21,37800,-110.3
198,1/2023,1,5,9,49,,,124.5,1800,21,37800,-124.5
198,5/2019,5,1,9,49,,,121.7,1800,20,36000,-121.7
198,8/2019,8,1,9,49,,,181,2700,40,54000,-181
198,9/2019,9,1,9,49,,,118.8,1800,20,36000,-118.8
199,10/2021,10,3,,,253.8,3300,,,,,253.8
199,11/2021,11,3,,,395.2,5100,,,,,395.2
199,12/2021,12,3,,,694,9060,,,,,694
199,1/2022,1,4,,,331.5,4350,,,,,331.5
199,2/2022,2,4,,,85.98,1092,,,,,85.98
199,5/2022,5,4,6,19,,,2.4,30,24,720,-2.4
199,7/2022,7,4,,,16.15,210,,,,,16.15
199,8/2022,8,4,6,19,,,58.58,750,24,18000,-58.58
199,10/2022,10,4,6,19,,,57.7,750,24,18000,-57.7
2,11/2021,11,3,7,37,,,60,60,150,9000,-60
2,5/2019,5,1,7,37,,,200,0,150,30000,-200
20,4/2022,4,4,14,74,535.9,2310,168,720,66,47520,367.9
20,10/2022,10,4,,,7,30,,,,,7
200,10/2019,10,1,6,20,,,43.6,600,25,15000,-43.6
200,12/2019,12,1,5,12,,,88,1200,23,27600,-88
200,1/2020,1,2,6,20,,,24.2,330,51,8280,-24.2
200,2/2020,2,2,17,81,,,247.6,3360,73,79500,-247.6
200,3/2020,3,2,17,81,,,222.1,3000,23,69000,-222.1
200,5/2020,5,2,6,20,,,116.4,1590,48,37470,-116.4
200,7/2020,7,2,6,20,,,243.23,3300,123,78000,-243.23
200,8/2020,8,2,6,20,,,119.04,1590,48,36750,-119.04
200,9/2020,9,2,6,20,,,276.79,3690,96,86970,-276.79
200,10/2020,10,2,11,61,,,111.6,1500,23,34500,-111.6
200,11/2020,11,2,17,81,,,307.15,4140,46,95220,-307.15
200,12/2020,12,2,6,20,,,229.12,3150,98,74250,-229.12
200,1/2021,1,3,5,12,8.7,120,56.25,750,48,17850,-47.55
200,2/2021,2,3,6,19,341.7,4620,412.32,5550,71,128250,-70.62
200,3/2021,3,3,6,21,324.7,4320,58.48,780,23,17940,266.22
200,4/2021,4,3,5,12,396.21,5310,81.6,1080,23,24840,314.61
200,5/2021,5,3,6,19,208.3,2730,24.8,330,50,8250,183.5
200,6/2021,6,3,5,12,106.6,1410,97.33,1290,23,29670,9.27
200,7/2021,7,3,6,20,,,206.06,2670,75,66750,-206.06
200,8/2021,8,3,6,21,558.1,7470,85.61,1140,23,26220,472.49
200,9/2021,9,3,17,81,1236.5,16110,171.7,2250,25,56250,1064.8
200,10/2021,10,3,5,12,770.2,9750,471.66,5940,61,125820,298.54
200,11/2021,11,3,9,54,40.5,517,494.16,6300,71,152400,-453.66
200,12/2021,12,3,5,12,,,374.48,4890,38,108570,-374.48
200,1/2022,1,4,9,54,476.4,5910,187.65,2460,73,60300,288.75
200,2/2022,2,4,5,12,734.26,9960,138.66,1740,63,29820,595.6
200,3/2022,3,4,9,49,16.7,210,143.94,1800,53,45900,-127.24
200,4/2019,4,1,6,20,350.4,4800,33.67,450,25,11250,316.73
200,4/2022,4,4,5,12,,,88.08,1140,13,14820,-88.08
200,5/2022,5,4,1,5,,,146.26,1920,76,48120,-146.26
200,6/2022,6,4,7,27,,,442.52,6090,96,139500,-442.52
200,7/2022,7,4,9,49,,,161.48,2100,51,53100,-161.48
200,8/2022,8,4,6,19,,,111.68,1500,25,37500,-111.68
200,9/2022,9,4,1,3,,,260.27,3450,102,87900,-260.27
200,10/2022,10,4,9,49,16.1,210,200.08,2550,75,63750,-183.98
200,12/2022,12,4,9,49,,,115.14,1500,25,37500,-115.14
200,1/2023,1,5,5,12,,,257.2,3300,97.13,79597.5,-257.2
200,5/2019,5,1,17,81,194.2,2640,160.9,2250,23,51750,33.3
200,2/2023,2,5,9,49,,,154.1,2100,73,50700,-154.1
200,3/2023,3,5,9,49,,,115.8,1500,24,36000,-115.8
200,6/2019,6,1,,,112.2,1580,,,,,112.2
200,8/2019,8,1,6,20,,,250.2,3510,72,82350,-250.2
201,1/2020,1,2,17,81,,,59.3,900,18,16200,-59.3
201,11/2020,11,2,17,81,,,58.5,900,18,16200,-58.5
201,12/2020,12,2,17,81,,,51.8,900,18,16200,-51.8
201,7/2021,7,3,17,81,,,58.5,900,20,18000,-58.5
201,8/2021,8,3,9,49,,,61.9,960,34.67,18000.36,-61.9
201,11/2021,11,3,9,49,149.8,2400,58.5,900,18,16200,91.3
201,12/2021,12,3,17,81,615.3,9750,284.86,4500,20,90000,330.44
201,3/2022,3,4,17,81,627.5,10350,58.6,900,20,18000,568.9
201,4/2022,4,4,17,81,755.3,12510,288.34,4800,41,100500,466.96
201,5/2022,5,4,,,269.6,4500,,,,,269.6
201,6/2022,6,4,17,81,351.4,5840,217.66,3630,73,74760,133.74
201,7/2022,7,4,6,19,,,215.96,3600,41,73800,-215.96
201,8/2022,8,4,17,81,,,165.1,2700,21,56700,-165.1
201,9/2022,9,4,17,81,,,278.89,4500,21,94500,-278.89
201,11/2022,11,4,17,81,,,55.2,900,21,18900,-55.2
201,12/2022,12,4,17,81,,,110.7,1800,21,37800,-110.7
201,1/2023,1,5,17,81,,,386.76,6300,63,132300,-386.76
201,2/2023,2,5,17,81,,,104.88,1800,21,37800,-104.88
202,10/2019,10,1,1,5,,,119.44,1860,36,33480,-119.44
202,6/2020,6,2,5,12,,,355.3,5400,34,91800,-355.3
202,7/2020,7,2,5,13,,,346.62,5400,34,91800,-346.62
202,8/2020,8,2,5,13,,,233.1,3600,34,61200,-233.1
202,11/2020,11,2,5,13,,,231.2,3600,34,61200,-231.2
202,12/2020,12,2,5,13,,,579.7,9000,68,153000,-579.7
202,1/2021,1,3,5,13,,,234.4,3600,34,61200,-234.4
202,2/2021,2,3,5,13,3.6,60,242.1,3600,34,61200,-238.5
202,6/2021,6,3,5,13,,,235.26,3600,34,61200,-235.26
202,9/2019,9,1,7,27,,,1545.5,23400,52,398700,-1545.5
203,11/2019,11,1,5,12,,,395.1,5400,33,89100,-395.1
203,1/2020,1,2,5,12,,,517.85,7200,32,115200,-517.85
203,1/2022,1,4,,,177.7,2370,,,,,177.7
203,2/2022,2,4,9,53,330.3,4350,406.08,5400,76,102600,-75.78
203,3/2022,3,4,,,482.6,6780,,,,,482.6
203,4/2022,4,4,,,93.8,1365,,,,,93.8
203,5/2019,5,1,5,12,,,531.4,7200,68,122400,-531.4
203,2/2023,2,5,7,38,,,646.32,9000,38,171000,-646.32
203,8/2019,8,1,9,53,,,263.2,3600,34,61200,-263.2
204,9/2020,9,2,9,49,,,55.8,600,28,16800,-55.8
204,5/2021,5,3,7,27,,,542.73,6000,26,156000,-542.73
204,6/2021,6,3,7,27,,,272.5,3000,26,78000,-272.5
204,2/2022,2,4,7,37,,,27.9,300,20,9000,-27.9
204,4/2022,4,4,9,49,,,53.4,600,30,18000,-53.4
204,7/2022,7,4,9,49,,,55.7,600,30,18000,-55.7
204,10/2022,10,4,,,11.2,120,,,,,11.2
205,11/2020,11,2,6,19,,,109.9,1200,26,31200,-109.9
205,5/2022,5,4,6,19,,,169.6,1800,30,54000,-169.6
205,10/2022,10,4,,,22,240,,,,,22
205,5/2019,5,1,7,28,,,27.6,300,34.5,10350,-27.6
206,9/2021,9,3,1,8,,,57.2,450,40,18000,-57.2
206,12/2021,12,3,1,8,,,55.8,450,40,18000,-55.8
207,10/2019,10,1,7,37,,,2277.04,9440,99,727965,-2277.04
207,11/2019,11,1,7,37,,,1569.06,6400,73.5,480510,-1569.06
207,12/2019,12,1,7,37,,,366.04,1444,120,113112,-366.04
207,1/2020,1,2,7,37,,,832.94,3367,223,237480,-832.94
207,2/2020,2,2,7,45,,,1102.2,4500,210.64,282364,-1102.2
207,3/2020,3,2,7,37,97.3,400,1501.81,6206,189,364344,-1404.51
207,5/2020,5,2,7,37,1589.8,6600,493.6,2050,70,141600,1096.2
