Time Y Id,State name,Amount
2019,WB,70446435
2019,KA,39723033
2019,AP,36371149
2019,AS,20164670
2019,MH,17580626
2020,WB,103118361
2020,KA,57889648
2020,AP,42071222
2020,OD,33503731
2020,AS,26398520
2021,KA,113889946
2021,WB,76565029
2021,AP,69958971
2021,TN,37474400
2021,MH,32125499
2022,KA,78550009
2022,WB,59053202
2022,AP,49321781
2022,MH,39912616
2022,TN,32981401
2023,KA,28771178
2023,WB,20643534
2023,AP,10812360
2023,MH,8593226
2023,TN,7535766
