ITEM ID,TIME ID,TIME M ID,TIME Y ID,STATE ID,PARTY ID,FABRIC KGS,FABRIC MTRS,SOLD KGS,SOLD MTRS,RATE,AMOUNT
191,46,10,4,,,10.2,180,,,,
192,42,6,4,,,30.8,630,,,,
192,43,7,4,,,1070.06,20369,,,,
192,44,8,4,,,1183.2,22410,,,,
192,45,9,4,,,891,16290,,,,
192,46,10,4,,,350.4,6480,,,,
192,48,12,4,,,293.4,5010,,,,
193,20,8,2,,,161.9,4844,,,,
193,6,6,1,,,54.1,1512,,,,
194,40,4,4,,,25.5,660,,,,
194,41,5,4,,,445,11130,,,,
194,42,6,4,,,600.4,15450,,,,
194,43,7,4,,,341.5,9120,,,,
194,44,8,4,,,53.2,1470,,,,
195,10,10,1,,,205.1,5208,,,,
195,37,1,4,,,949.9,25020,,,,
195,42,6,4,,,1952.8,51840,,,,
195,8,8,1,,,884.2,24780,,,,
196,12,12,1,,,78.8,2040,,,,
196,14,2,2,,,1433.5,39570,,,,
