ITEM ID,TIME ID,TIME M ID,TIME Y ID,STATE ID,PARTY ID,FABRIC KGS,FABRIC MTRS,SOLD KGS,SOLD MTRS,RATE,AMOUNT
196,29,5,3,,,31.5,810,,,,
196,37,1,4,,,250.2,6540,,,,
196,51,3,5,,,433.4,11670,,,,
196,8,8,1,,,382.4,10650,,,,
199,34,10,3,,,253.8,3300,,,,
199,35,11,3,,,395.2,5100,,,,
199,36,12,3,,,694,9060,,,,
199,37,1,4,,,331.5,4350,,,,
199,38,2,4,,,85.98,1092,,,,
199,43,7,4,,,16.15,210,,,,
20,46,10,4,,,7,30,,,,
200,6,6,1,,,112.2,1580,,,,
201,41,5,4,,,269.6,4500,,,,
203,37,1,4,,,177.7,2370,,,,
203,39,3,4,,,482.6,6780,,,,
203,40,4,4,,,93.8,1365,,,,
204,46,10,4,,,11.2,120,,,,
205,46,10,4,,,22,240,,,,
207,29,5,3,,,310.3,1320,,,,
209,26,2,3,,,343.7,4230,,,,
209,48,12,4,,,171.6,2040,,,,
209,50,2,5,,,341.3,4020,,,,
210,46,10,4,,,2.5,30,,,,
211,43,7,4,,,682.9,8190,,,,
211,49,1,5,,,604.2,7050,,,,
212,46,10,4,,,38.7,480,,,,
213,31,7,3,,,36.9,360,,,,
213,36,12,3,,,498.9,4950,,,,
213,40,4,4,,,694.3,6660,,,,
213,46,10,4,,,70.3,750,,,,
213,7,7,1,,,309.8,3120,,,,
213,9,9,1,,,368,3720,,,,
216,38,2,4,,,887.4,5100,,,,
216,40,4,4,,,809.3,4700,,,,
216,42,6,4,,,870.2,5000,,,,
217,13,1,2,,,111.2,560,,,,
217,17,5,2,,,487.8,2474,,,,
217,19,7,2,,,40.4,200,,,,
217,27,3,3,,,263.7,1300,,,,
217,29,5,3,,,506.2,2400,,,,
217,31,7,3,,,942,4600,,,,
219,28,4,3,,,82.1,240,,,,
22,22,10,2,,,37.5,450,,,,
22,5,5,1,,,220.1,2700,,,,
22,7,7,1,,,159.3,1950,,,,
221,15,3,2,,,66.1,600,,,,
221,29,5,3,,,196,1800,,,,
221,30,6,3,,,247.2,2310,,,,
222,22,10,2,,,309,4692,,,,
223,6,6,1,,,60.7,720,,,,
224,32,8,3,,,123.3,1425,,,,
224,33,9,3,,,93.8,1165,,,,
225,36,12,3,,,902.7,11400,,,,
225,37,1,4,,,332.8,4170,,,,
225,39,3,4,,,245.5,3000,,,,
225,46,10,4,,,18.3,210,,,,
226,14,2,2,,,549.8,4800,,,,
226,46,10,4,,,17.5,150,,,,
23,11,11,1,,,18.8,0,,,,
23,5,5,1,,,1337.3,15450,,,,
23,7,7,1,,,26,300,,,,
233,5,5,1,,,967.4,13822,,,,
238,22,10,2,,,1223.2,19400,,,,
238,23,11,2,,,245.9,3850,,,,
238,32,8,3,,,0,350,,,,
239,12,12,1,,,1.9,32,,,,
239,8,8,1,,,1019.3,16205,,,,
24,12,12,1,,,3192.9,13470,,,,
24,49,1,5,,,1545.6,6390,,,,
24,50,2,5,,,52.4,208,,,,
241,34,10,3,,,108.9,725,,,,
25,28,4,3,,,1915.5,8640,,,,
25,35,11,3,,,2312,10350,,,,
25,49,1,5,,,379.7,1780,,,,
250,36,12,3,,,147.6,2300,,,,
250,38,2,4,,,590.6,8754,,,,
251,36,12,3,,,130.9,1652,,,,
251,38,2,4,,,279.2,3407,,,,
251,42,6,4,,,153.2,1819,,,,
251,46,10,4,,,77.4,870,,,,
253,35,11,3,,,461.4,11050,,,,
253,36,12,3,,,1303,30100,,,,
253,37,1,4,,,373.8,8750,,,,
254,13,1,2,,,293.3,7500,,,,
254,14,2,2,,,1100.1,28600,,,,
254,17,5,2,,,18.4,470,,,,
254,40,4,4,,,10,250,,,,
257,34,10,3,,,1831.1,43950,,,,
257,35,11,3,,,1503.3,35350,,,,
257,36,12,3,,,1193.2,28600,,,,
257,44,8,4,,,3171.29,78150,,,,
257,45,9,4,,,209.1,5000,,,,
257,7,7,1,,,239.2,5900,,,,
258,32,8,3,,,113.1,2750,,,,
258,33,9,3,,,1386.1,33850,,,,
258,34,10,3,,,596.6,14400,,,,
258,35,11,3,,,362,8650,,,,
258,36,12,3,,,44.5,1100,,,,
259,30,6,3,,,1286.1,31000,,,,
259,31,7,3,,,1417.2,34050,,,,
259,32,8,3,,,336.8,8100,,,,
259,7,7,1,,,909.6,23000,,,,
259,8,8,1,,,704.4,17800,,,,
26,11,11,1,,,366.4,1560,,,,
26,12,12,1,,,182.9,780,,,,
26,43,7,4,,,1327.8,5604,,,,
260,30,6,3,,,661.6,15500,,,,
260,31,7,3,,,492.6,11800,,,,
260,34,10,3,,,421.3,9050,,,,
260,35,11,3,,,498.2,10500,,,,
260,36,12,3,,,491.7,10550,,,,
260,37,1,4,,,521.2,11500,,,,
260,38,2,4,,,166.7,3600,,,,
260,8,8,1,,,1313.7,32000,,,,
261,14,2,2,,,939,22500,,,,
261,39,3,4,,,118.6,2800,,,,
261,40,4,4,,,419.5,10250,,,,
261,41,5,4,,,607.9,15050,,,,
261,42,6,4,,,47.2,1150,,,,
262,4,4,1,,,998.6,6200,,,,
262,8,8,1,,,677.7,4565,,,,
262,9,9,1,,,740.2,4880,,,,
264,30,6,3,,,1926.3,33400,,,,
264,31,7,3,,,1461.2,25400,,,,
264,32,8,3,,,1478.5,25150,,,,
264,43,7,4,,,2276.6,39700,,,,
264,44,8,4,,,1271.9,22100,,,,
264,45,9,4,,,775.7,13700,,,,
264,8,8,1,,,1231.4,21450,,,,
264,9,9,1,,,2837.1,50800,,,,
