ITEM ID,TIME ID,TIME_M ID,TIME_Y ID,STATE ID,PARTY ID,FABRIC KGS,FABRIC MTRS,SOLD KGS,SOLD MTRS,RATE,AMOUNT
9,24,12,2,9,54,,,151.2,630,129,40470
9,27,3,3,14,74,,,112.5,480,132,31680
9,28,4,3,14,74,,,340.29,1440,262,94080
9,32,8,3,14,74,,,87,390,132,25740
9,33,9,3,14,74,,,84.44,390,132,25740
9,34,10,3,14,74,,,54,240,66,15840
9,36,12,3,14,74,,,107.03,480,132,31680
9,37,1,4,14,74,,,67.02,300,66,19800
9,39,3,4,6,19,,,130.13,570,199,37710
9,4,4,1,14,74,,,56.5,240,64,15360
9,40,4,4,6,15,,,112.22,480,66,31680
9,41,5,4,6,19,,,21.4,90,69,6210
9,47,11,4,7,23,,,182.68,780,268,51720
9,5,5,1,14,74,,,21.4,90,64,5760
9,6,6,1,14,74,,,43.3,180,64,11520
9,8,8,1,14,74,,,35.4,150,64,9600
90,30,6,3,1,4,,,46.07,450,35,15750
90,32,8,3,1,8,,,15.62,150,35,5250
90,33,9,3,1,8,,,15.42,150,34,5100
90,39,3,4,14,76,,,94.48,900,35,31500
90,44,8,4,1,8,,,32.36,300,35,10500
90,51,3,5,11,61,,,240.1,2250,35,78750
91,12,12,1,1,8,,,684,15210,44,167310
92,27,3,3,14,69,,,115.28,4000,7,28000
93,14,2,2,1,8,,,167.23,3600,11,39600
94,15,3,2,10,59,,,2306.94,54000,36,486000
94,36,12,3,6,19,,,164.17,4050,12,48600
94,43,7,4,7,38,,,841.93,20250,7.5,151875
94,48,12,4,1,5,,,560.22,13500,9.25,124875
94,9,9,1,1,5,,,770.89,18000,10,180000
95,14,2,2,1,8,,,54,1170,11,12870
95,15,3,2,1,8,,,171.5,3600,11,38610
96,14,2,2,1,8,,,57.95,1200,11,13200
96,5,5,1,1,5,,,2375.9,47260,19,448970
97,20,8,2,1,8,,,182.1,4680,11.5,53820
97,24,12,2,1,8,,,410.98,10530,34.5,121095
98,20,8,2,10,59,,,1554.14,27000,25,334000
98,21,9,2,1,5,,,874.56,15000,25.5,192500
98,48,12,4,1,8,,,316.4,6000,30,90000
98,49,1,5,1,8,,,158.55,3000,15,45000
99,43,7,4,6,19,,,1217.64,24000,25.5,306000
99,45,9,4,1,8,,,520,10000,30,150000
